id,name,country,iso,latitude,longitude,image
1586129469,Karachi,Pakistan,PAK,24.86,67.01,https://tse3.mm.bing.net/th?id=OIP.5Pc62uHBtH_EW28EZbuwCwHaE5&pid=Api&P=0&w=300&h=300
1356410365,Bangalore,India,IND,12.9789,77.5917,https://tse3.mm.bing.net/th?id=OIP.DOxLwhBENuqPh3_LXkBKNAAAAA&pid=Api&P=0&w=300&h=300
1704774326,Ho Chi Minh City,Vietnam,VNM,10.7756,106.7019,https://tse3.mm.bing.net/th?id=OIP.Yc72_9RWRoNVEs522cdEjgHaEK&pid=Api&P=0&w=300&h=300
1392419823,Osaka,Japan,JPN,34.6939,135.5022,https://tse3.mm.bing.net/th?id=OIP.Fz0fFB3RGpN0w5J9rUyeAwHaE8&pid=Api&P=0&w=300&h=300
1156421555,Chengdu,China,CHN,30.66,104.0633,https://tse3.mm.bing.net/th?id=OIP.9M95wpm7GCrqvUj3Kcpi4gHaE6&pid=Api&P=0&w=300&h=300
1364305026,Tehran,Iran,IRN,35.6892,51.3889,https://tse2.mm.bing.net/th?id=OIP.rrOhGttWk43rxCrq3_eV9AHaE5&pid=Api&P=0&w=300&h=300
1180000363,Kinshasa,Congo (Kinshasa),COD,-4.3219,15.3119,https://tse1.mm.bing.net/th?id=OIP.TMB5sjZPX0r2teyqDHBnHQHaEo&pid=Api&P=0&w=300&h=300
1076887657,Rio de Janeiro,Brazil,BRA,-22.9111,-43.2056,https://tse4.mm.bing.net/th?id=OIP.v40QGUTtAVXmSWvgScCDogHaE8&pid=Api&P=0&w=300&h=300
1356374944,Chennai,India,IND,13.0825,80.275,https://tse3.mm.bing.net/th?id=OIP.L4B052ovwaSuIP8oLvSgsAHaE8&pid=Api&P=0&w=300&h=300
1156244079,Xi'an,China,CHN,34.2611,108.9422,https://tse2.mm.bing.net/th?id=OIP.5bzAoOwO03lnDGCHnyqAlAHaE8&pid=Api&P=0&w=300&h=300
1586801463,Lahore,Pakistan,PAK,31.5497,74.3436,https://tse3.mm.bing.net/th?id=OIP.kXiY2Lh-B7fGHDOniKNgHQHaE7&pid=Api&P=0&w=300&h=300
1156936556,Chongqing,China,CHN,29.5637,106.5504,https://tse1.mm.bing.net/th?id=OIP.-JEaF3nLowZpQuEVQxcfHQHaE8&pid=Api&P=0&w=300&h=300
1840020491,Los Angeles,United States,USA,34.1141,-118.4068,https://tse1.mm.bing.net/th?id=OIP.pYRVZbiFol_oprdACvoyDQHaE8&pid=Api&P=0&w=300&h=300
1156256829,Baoding,China,CHN,38.874,115.464,https://tse3.mm.bing.net/th?id=OIP.RJjMB8BJiz9c2MLkhxz-pwHaE8&pid=Api&P=0&w=300&h=300
1826645935,London,United Kingdom,GBR,51.5072,-0.1275,https://tse4.mm.bing.net/th?id=OIP.o8zKW0PVM0n0Frzxm_4anwHaE7&pid=Api&P=0&w=300&h=300
1250015082,Paris,France,FRA,48.8567,2.3522,https://tse4.mm.bing.net/th?id=OIP.d_AD5AMD9IX7ViGBzLWPgAHaLE&pid=Api&P=0&w=300&h=300
1156086320,Linyi,China,CHN,35.1038,118.3564,https://tse3.mm.bing.net/th?id=OIP.dDU_M-zzfLHmx_6KseQpGAHaDg&pid=Api&P=0&w=300&h=300
1156478242,Dongguan,China,CHN,23.021,113.752,https://tse3.mm.bing.net/th?id=OIP.Dq1NTgVphyxpuaRA6wgtXAHaE8&pid=Api&P=0&w=300&h=300
1356871768,Hyderabad,India,IND,17.3617,78.4747,https://tse3.mm.bing.net/th?id=OIP.y6ggnJ6f8YZxXBn1Ua95BwHaE8&pid=Api&P=0&w=300&h=300
1156174046,Tianjin,China,CHN,39.1336,117.2054,https://tse4.mm.bing.net/th?id=OIP.UFs0siSzUBS-6woARql1-AHaE8&pid=Api&P=0&w=300&h=300
1604728603,Lima,Peru,PER,-12.06,-77.0375,https://tse3.mm.bing.net/th?id=OIP.ENEzrwPnVJL5i67kKN4TqQHaE8&pid=Api&P=0&w=300&h=300
1156117184,Wuhan,China,CHN,30.5934,114.3046,https://tse2.mm.bing.net/th?id=OIP.muFhUYb0uSVCL-lpIfn-HAHaE8&pid=Api&P=0&w=300&h=300
1156192287,Nanyang,China,CHN,32.9987,112.5292,https://tse4.mm.bing.net/th?id=OIP.D092EwRR4gKkG2lILBWImAHaFj&pid=Api&P=0&w=300&h=300
1156275243,Hangzhou,China,CHN,30.267,120.153,https://tse2.mm.bing.net/th?id=OIP.Qtp6KE4YZce3zG6mItwcqAHaEo&pid=Api&P=0&w=300&h=300
1156738403,Foshan,China,CHN,23.0214,113.1216,https://tse1.mm.bing.net/th?id=OIP.cA3iu_sEAtEp2F-eTy0xaQHaFB&pid=Api&P=0&w=300&h=300
1392407472,Nagoya,Japan,JPN,35.1833,136.9,https://tse2.mm.bing.net/th?id=OIP.XleV3SvOxIB1TKy6SaYI0AHaE8&pid=Api&P=0&w=300&h=300
1156241678,Tongshan,China,CHN,34.204,117.284,https://tse1.mm.bing.net/th?id=OIP.SGRv8d9wWYPhVxAmk1GHxQHaFY&pid=Api&P=0&w=300&h=300
1024949724,Luanda,Angola,AGO,-8.8383,13.2344,https://tse4.mm.bing.net/th?id=OIP.8K9qNQrzwFdbbcTW4pEoNAHaEk&pid=Api&P=0&w=300&h=300
1156272098,Zhoukou,China,CHN,33.625,114.6418,https://tse2.mm.bing.net/th?id=OIP.irQMK-sRoUZsGi6rJqvH0gHaDg&pid=Api&P=0&w=300&h=300
1156832475,Ganzhou,China,CHN,25.831,114.933,https://tse1.mm.bing.net/th?id=OIP.5WxYs0jiXBjcvcAa-Iv7HAHaEk&pid=Api&P=0&w=300&h=300
1458988644,Kuala Lumpur,Malaysia,MYS,3.1478,101.6953,https://tse3.mm.bing.net/th?id=OIP.vmuw4DZHx054QBHVGsrOngHaFj&pid=Api&P=0&w=300&h=300
1156225008,Heze,China,CHN,35.2343,115.4796,https://tse3.mm.bing.net/th?id=OIP.2qIH2hYRjeZkHvRPxaQOpwHaFB&pid=Api&P=0&w=300&h=300
1156829655,Quanzhou,China,CHN,24.8744,118.6757,https://tse1.mm.bing.net/th?id=OIP.zJQTmWsMpumtT4tNPjmcagHaEK&pid=Api&P=0&w=300&h=300
1710550792,Johannesburg,South Africa,ZAF,-26.2044,28.0456,https://tse1.mm.bing.net/th?id=OIP.OZrIBMur7UnEK1kwaPmFhQAAAA&pid=Api&P=0&w=300&h=300
1840000494,Chicago,United States,USA,41.8375,-87.6866,https://tse3.mm.bing.net/th?id=OIP.rXt1UkpxzbgOexi48c_47QHaFz&pid=Api&P=0&w=300&h=300
1156644065,Nanjing,China,CHN,32.0608,118.7789,https://tse2.mm.bing.net/th?id=OIP.X8V10etAQpsi7PosyqJ-OQHaE7&pid=Api&P=0&w=300&h=300
1156504601,Jining,China,CHN,35.4151,116.5871,https://tse2.mm.bing.net/th?id=OIP.AK1m7TQjHZvV_nw4GNf5_gHaE7&pid=Api&P=0&w=300&h=300
1704413791,Hanoi,Vietnam,VNM,21,105.85,https://tse4.mm.bing.net/th?id=OIP.CIw4NTMJXJIzZdTeQxrq3wHaE7&pid=Api&P=0&w=300&h=300
1356081074,Pune,India,IND,18.5203,73.8567,https://tse4.mm.bing.net/th?id=OIP.4TaTwtHyF0gMwL1jg1XWIAHaEo&pid=Api&P=0&w=300&h=300
1156248008,Fuyang,China,CHN,32.89,115.814,https://tse4.mm.bing.net/th?id=OIP.u_PpIpAkemoO23EpSRimxAHaE8&pid=Api&P=0&w=300&h=300
1356304381,Ahmedabad,India,IND,23.0225,72.5714,https://tse4.mm.bing.net/th?id=OIP.wrm342zTYqX7rdANyf-E3wHaE1&pid=Api&P=0&w=300&h=300
1170483426,Bogota,Colombia,COL,4.7111,-74.0722,https://tse1.mm.bing.net/th?id=OIP.LVxWhJe7ZyxU3tZy3M5NvQHaEK&pid=Api&P=0&w=300&h=300
1156309382,Shenyang,China,CHN,41.8025,123.4281,https://tse2.mm.bing.net/th?id=OIP.NWYvCB-pbMuYKcLEF8_8gwHaE8&pid=Api&P=0&w=300&h=300
1834843853,Dar es Salaam,Tanzania,TZA,-6.8161,39.2803,https://tse2.mm.bing.net/th?id=OIP.O5BXOfwIo3rrP3IH92ft_gHaE7&pid=Api&P=0&w=300&h=300
1729268475,Khartoum,Sudan,SDN,15.6,32.5,https://tse2.mm.bing.net/th?id=OIP.TK9U95dwXY9J1mkIpK5Y6QHaFj&pid=Api&P=0&w=300&h=300
1156805441,Shangqiu,China,CHN,34.415,115.656,https://tse2.mm.bing.net/th?id=OIP.ERWS-pKk4qnAKqVIBZ2elgHaE8&pid=Api&P=0&w=300&h=300
1344982653,Hong Kong,Hong Kong,HKG,22.3,114.2,https://tse1.mm.bing.net/th?id=OIP.8Nkm3DmLLpWiDLwG0QwGkQHaFj&pid=Api&P=0&w=300&h=300
1156698069,Cangzhou,China,CHN,38.3047,116.8387,https://tse2.mm.bing.net/th?id=OIP.ko9vEHtLUUfaZ2egU-fRsQHaDg&pid=Api&P=0&w=300&h=300
1682999334,Riyadh,Saudi Arabia,SAU,24.6333,46.7167,https://tse4.mm.bing.net/th?id=OIP.xe2EGhy-fvBrVWpqnDS1GAHaE8&pid=Api&P=0&w=300&h=300
1152554349,Santiago,Chile,CHL,-33.4372,-70.6506,https://tse3.mm.bing.net/th?id=OIP.lrPbl3eRvvH-ckPJ4aFq0AHaE8&pid=Api&P=0&w=300&h=300
1156294952,Xingtai,China,CHN,37.0717,114.5048,https://tse3.mm.bing.net/th?id=OIP.juq7TGrA9CLIABqNKNQCogHaFj&pid=Api&P=0&w=300&h=300
1156184822,Zhumadian,China,CHN,33.014,114.022,https://tse3.mm.bing.net/th?id=OIP.KBFZS6QmVK1nlLY9VrPh1AHaFo&pid=Api&P=0&w=300&h=300
1050830722,Chattogram,Bangladesh,BGD,22.335,91.8325,https://tse2.mm.bing.net/th?id=OIP.DtjM3Lb3l23xw6rZV2v3FAHaFc&pid=Api&P=0&w=300&h=300
1360484663,Surabaya,Indonesia,IDN,-7.2458,112.7378,https://tse2.mm.bing.net/th?id=OIP.ImQAJ_CHuYF-OnTctNCIQwHaFi&pid=Api&P=0&w=300&h=300
1156502170,Zhanjiang,China,CHN,21.2701,110.3575,https://tse4.mm.bing.net/th?id=OIP.VnPfEacFgPL5mAogKXh_AAHaE8&pid=Api&P=0&w=300&h=300
1156018927,Bijie,China,CHN,27.284,105.292,https://tse4.mm.bing.net/th?id=OIP.As5hmJDFC6MUBtEdMFFyEgHaFn&pid=Api&P=0&w=300&h=300
1156995410,Yancheng,China,CHN,33.3482,120.1626,https://tse3.mm.bing.net/th?id=OIP.2XxrXe_q6s9Hij0_8HLbIwHaFj&pid=Api&P=0&w=300&h=300
1156696884,Hengyang,China,CHN,26.894,112.572,https://tse4.mm.bing.net/th?id=OIP.rx5IePi_idoiyVUfKBOADwHaEs&pid=Api&P=0&w=300&h=300
1156539782,Zunyi,China,CHN,27.722,107.031,https://tse3.mm.bing.net/th?id=OIP.LIaDN4w561TAHWQXDuBqMwHaE8&pid=Api&P=0&w=300&h=300
1156310366,Shaoyang,China,CHN,27.2395,111.4679,https://tse3.mm.bing.net/th?id=OIP.bRB4rkm-7IjiTKOCZyQnDAHaE8&pid=Api&P=0&w=300&h=300
1356758738,Surat,India,IND,21.1702,72.8311,https://tse2.mm.bing.net/th?id=OIP.6tV99nziBRCwkBW0S56srwAAAA&pid=Api&P=0&w=300&h=300
1156405492,Shangrao,China,CHN,28.4551,117.9431,https://tse1.mm.bing.net/th?id=OIP.nEUskr9AjIT3Vq9eUl6WBgAAAA&pid=Api&P=0&w=300&h=300
1156273453,Xinyang,China,CHN,32.149,114.091,https://tse4.mm.bing.net/th?id=OIP.6EK9lclrrcA36hxCZnLOOAHaEx&pid=Api&P=0&w=300&h=300
1724616994,Madrid,Spain,ESP,40.4169,-3.7033,https://tse4.mm.bing.net/th?id=OIP.eIOnbUCab_4YRlXWSIgguwHaE8&pid=Api&P=0&w=300&h=300
1368596238,Baghdad,Iraq,IRQ,33.3153,44.3661,https://tse3.mm.bing.net/th?id=OIP.otc2FXHuYIUUlk7uhWoCCAHaE7&pid=Api&P=0&w=300&h=300
1156568722,Maoming,China,CHN,21.6627,110.9255,https://tse2.mm.bing.net/th?id=OIP.qeIXOMl_9AfiagqKBj1NJgHaE8&pid=Api&P=0&w=300&h=300
1156260378,Jieyang,China,CHN,23.551,116.3727,https://tse1.mm.bing.net/th?id=OIP.fCy30flW6tSp108aqRCD7AHaFj&pid=Api&P=0&w=300&h=300
1840015149,Miami,United States,USA,25.784,-80.2101,https://tse3.mm.bing.net/th?id=OIP.YsV7L9Ymi6YK7atn1P_sbQHaE7&pid=Api&P=0&w=300&h=300
1702341327,Singapore,Singapore,SGP,1.3,103.8,https://tse3.mm.bing.net/th?id=OIP.X60vl44HyJ3gRwx0ywak-QHaE8&pid=Api&P=0&w=300&h=300
1840020925,Houston,United States,USA,29.786,-95.3885,https://tse1.mm.bing.net/th?id=OIP.gTCNpmsSn1bC921wCpSK8gHaFe&pid=Api&P=0&w=300&h=300
1156006600,Liaocheng,China,CHN,36.4559,115.9852,https://tse3.mm.bing.net/th?id=OIP.xl4NmvgGiVkQL4lRBfEF6wHaEv&pid=Api&P=0&w=300&h=300
1156200037,Huanggang,China,CHN,30.4537,114.8724,https://tse4.mm.bing.net/th?id=OIP.ayBlUjOBcIjbdQpnTdgqsAHaE8&pid=Api&P=0&w=300&h=300
1156175472,Dalian,China,CHN,38.9,121.6,https://tse2.mm.bing.net/th?id=OIP.W9q6GO01TFHX59BIw5Mf5AHaE7&pid=Api&P=0&w=300&h=300
1840019440,Dallas,United States,USA,32.7935,-96.7667,https://tse2.mm.bing.net/th?id=OIP.bWGRJ8yAJlZhOSN6FhNYyAHaFS&pid=Api&P=0&w=300&h=300
1156112588,Qingdao,China,CHN,36.0669,120.3827,https://tse4.mm.bing.net/th?id=OIP.xbgpOMDhmVsoRLyGMTJyJwHaE8&pid=Api&P=0&w=300&h=300
1156901312,Yulin,China,CHN,22.654,110.181,https://tse4.mm.bing.net/th?id=OIP.sw5DbaoC-OpZhpVGnsV3BwHaFD&pid=Api&P=0&w=300&h=300
1120494607,Douala,Cameroon,CMR,4.05,9.7,https://tse3.mm.bing.net/th?id=OIP.yX16UkVm2nuYQ90yREbUpwHaFj&pid=Api&P=0&w=300&h=300
1156747998,Qujing,China,CHN,25.491,103.796,https://tse3.mm.bing.net/th?id=OIP.9SB2XuXTlCXmnMTqGEyvgAHaEt&pid=Api&P=0&w=300&h=300
1156127660,Nangandao,China,CHN,35.3036,113.9268,https://tse4.mm.bing.net/th?id=OIP.XYM8I1ZvN3TTBzqnUCLlqgHaEK&pid=Api&P=0&w=300&h=300
1840000673,Philadelphia,United States,USA,40.0077,-75.1339,https://tse2.mm.bing.net/th?id=OIP.5St1RZO4DCgWC09g5KuBowAAAA&pid=Api&P=0&w=300&h=300
1156644508,Pudong,China,CHN,31.2347,121.5064,https://tse1.mm.bing.net/th?id=OIP.PsCU_QAhrg2vrj9bB75LKAHaE8&pid=Api&P=0&w=300&h=300
1124279679,Toronto,Canada,CAN,43.7417,-79.3733,https://tse4.mm.bing.net/th?id=OIP.ruTuGger-_Zlfcd9g8i6SQHaE8&pid=Api&P=0&w=300&h=300
1156183137,Zhengzhou,China,CHN,34.764,113.684,https://tse2.mm.bing.net/th?id=OIP.bTbn-yB_aL0j1y34DSXYGQAAAA&pid=Api&P=0&w=300&h=300
1156524080,Dezhou,China,CHN,37.436,116.359,https://tse2.mm.bing.net/th?id=OIP.PoF-_g2wkWRDYSwykw7AGQHaFc&pid=Api&P=0&w=300&h=300
1156762337,Nanchong,China,CHN,30.8372,106.1106,https://tse4.mm.bing.net/th?id=OIP.FPcWe9fDn2UcdWPZud8yZgHaEc&pid=Api&P=0&w=300&h=300
1156972469,Jinan,China,CHN,36.6702,117.0207,https://tse3.mm.bing.net/th?id=OIP.0N_2_KgnjxYiYYmYSkdPtQHaFj&pid=Api&P=0&w=300&h=300
1818925479,Giza,Egypt,EGY,29.987,31.2118,https://tse4.mm.bing.net/th?id=OIP.qa3Wfem8AKuNkz6Eq1kvVAHaH9&pid=Api&P=0&w=300&h=300
1404000661,Nairobi,Kenya,KEN,-1.2864,36.8172,https://tse1.mm.bing.net/th?id=OIP.rKwuC1MUgurcehc7D7PSwgHaEK&pid=Api&P=0&w=300&h=300
1484950208,Guadalajara,Mexico,MEX,20.6767,-103.3475,https://tse2.mm.bing.net/th?id=OIP.V7T6rpRLQfzxhC08VHl5oAHaE7&pid=Api&P=0&w=300&h=300
1792572891,Ankara,Turkey,TUR,39.93,32.85,https://tse2.mm.bing.net/th?id=OIP.lDgiqZszvuyW4XSi9A8W4QHaE8&pid=Api&P=0&w=300&h=300
1156095188,Tai'an,China,CHN,36.202,117.087,https://tse1.mm.bing.net/th?id=OIP.c1yciCdrNuW7kmALTteX-QHaEo&pid=Api&P=0&w=300&h=300
1156109017,Langfang,China,CHN,39.5383,116.6835,https://tse4.mm.bing.net/th?id=OIP.1BKIUiRWPcdAWrJ0jaSiIwHaEc&pid=Api&P=0&w=300&h=300
1156834076,Dazhou,China,CHN,31.2093,107.4678,https://tse2.mm.bing.net/th?id=OIP.9y_2v-EZQvMq2CEAg5i5fQHaEK&pid=Api&P=0&w=300&h=300
1643616350,Saint Petersburg,Russia,RUS,59.9375,30.3086,https://tse4.mm.bing.net/th?id=OIP.S8Aij9YWq6zQGWZ7WF36-QHaJG&pid=Api&P=0&w=300&h=300
1484559591,Monterrey,Mexico,MEX,25.6667,-100.3,https://tse1.mm.bing.net/th?id=OIP.sdAgscjEPNusuZpRM89MNwHaE7&pid=Api&P=0&w=300&h=300
1076967355,Belo Horizonte,Brazil,BRA,-19.9167,-43.9333,https://tse2.mm.bing.net/th?id=OIP.3Djc6hlY0MEslTNUnW_9rwHaE8&pid=Api&P=0&w=300&h=300
1156871297,Suzhou,China,CHN,33.6333,116.9683,https://tse2.mm.bing.net/th?id=OIP.qlZQDI7irBtl5Xh7INaolAAAAA&pid=Api&P=0&w=300&h=300
1156694479,Yongzhou,China,CHN,26.42,111.613,https://tse4.mm.bing.net/th?id=OIP.YTTMKhqmZGxFFCcDj0b0JgHaDg&pid=Api&P=0&w=300&h=300
1156449091,Changde,China,CHN,29.031,111.699,https://tse2.mm.bing.net/th?id=OIP.QbzzPEYQbGVSOySjsbajkgHaDg&pid=Api&P=0&w=300&h=300
1156107325,Xiangyang,China,CHN,32.01,112.122,https://tse2.mm.bing.net/th?id=OIP.vr3XfoECVftUc_lss_kZTwHaEK&pid=Api&P=0&w=300&h=300
1104616656,Rangoon,Burma,MMR,16.795,96.16,https://tse1.mm.bing.net/th?id=OIP.1tNTH94K_ruXuhkEatlYcQHaFY&pid=Api&P=0&w=300&h=300
1840013660,Atlanta,United States,USA,33.7628,-84.422,https://tse1.mm.bing.net/th?id=OIP.dOF_E14DjBhURGyO3gpUPAHaE8&pid=Api&P=0&w=300&h=300
1840006060,Washington,United States,USA,38.9047,-77.0163,https://tse1.mm.bing.net/th?id=OIP.bonIcl7Iz91M1zFxqn1PogHaFj&pid=Api&P=0&w=300&h=300
1156924687,Zhaotong,China,CHN,27.338,103.717,https://tse2.mm.bing.net/th?id=OIP.8lWWUi3C10PiV-bwaengYgHaE8&pid=Api&P=0&w=300&h=300
1156241637,Zhangzhou,China,CHN,24.513,117.647,https://tse1.mm.bing.net/th?id=OIP.Z-A-3oyCmgguziGB1SVTEwHaFj&pid=Api&P=0&w=300&h=300
1036533631,Melbourne,Australia,AUS,-37.8142,144.9631,https://tse4.mm.bing.net/th?id=OIP.HSLhnPlVVIHBBI1hj8bPGQHaE7&pid=Api&P=0&w=300&h=300
1156229590,Yichun,China,CHN,27.816,114.417,https://tse4.mm.bing.net/th?id=OIP.98ow1G1bim_MZ9xwfBT0PgHaDg&pid=Api&P=0&w=300&h=300
1156356860,Bozhou,China,CHN,33.8626,115.7742,https://tse2.mm.bing.net/th?id=OIP.KLvpIBuqdPlVKssUk3PMjgHaEK&pid=Api&P=0&w=300&h=300
1156212349,Suqian,China,CHN,33.9331,118.2831,https://tse1.mm.bing.net/th?id=OIP.NVMs8XXUEonjbBCeVtif7wHaF7&pid=Api&P=0&w=300&h=300
1384207980,Abidjan,Côte d’Ivoire,CIV,5.3167,-4.0333,https://tse3.mm.bing.net/th?id=OIP.V1iwtNefDiIlt92fpOps7AHaE3&pid=Api&P=0&w=300&h=300
1156278215,Ji'an,China,CHN,27.0912,114.9668,https://tse4.mm.bing.net/th?id=OIP.OY8n7S1E_9eUgCVL-s0X0gHaE8&pid=Api&P=0&w=300&h=300
1156235364,Guilin,China,CHN,25.275,110.296,https://tse4.mm.bing.net/th?id=OIP.BPFGtNTHrP8R1NWfUxIaBgHaE8&pid=Api&P=0&w=300&h=300
1156735124,Pingdingshan,China,CHN,33.735,113.2999,https://tse4.mm.bing.net/th?id=OIP.dbZle7NmZZJIAklgnWRldAHaDg&pid=Api&P=0&w=300&h=300
1276451290,Berlin,Germany,DEU,52.52,13.405,https://tse1.mm.bing.net/th?id=OIP.MXJlxGvLX_VTyZxSUv8JFwHaEW&pid=Api&P=0&w=300&h=300
1818695837,Alexandria,Egypt,EGY,31.1975,29.8925,https://tse1.mm.bing.net/th?id=OIP.f81AxdkEzJuCgw9_PlRwrwHaJQ&pid=Api&P=0&w=300&h=300
1156417758,Mianyang,China,CHN,31.468,104.679,https://tse2.mm.bing.net/th?id=OIP.rZ5TcfbSJ9rH76VcOa0-5AHaDg&pid=Api&P=0&w=300&h=300
1036074917,Sydney,Australia,AUS,-33.8678,151.21,https://tse4.mm.bing.net/th?id=OIP.C1RXpQ8VTTSQ5zOOpMDcrAHaE8&pid=Api&P=0&w=300&h=300
1156198356,Huanglongsi,China,CHN,34.795,114.345,https://tse1.mm.bing.net/th?id=OIP.EbvIVn62YJk79wm1wIPtZgHaE8&pid=Api&P=0&w=300&h=300
1724594040,Barcelona,Spain,ESP,41.3828,2.1769,https://tse1.mm.bing.net/th?id=OIP.hCgbLNGQXLh1OqZrUVxZfwHaEK&pid=Api&P=0&w=300&h=300
1156705644,Yuncheng,China,CHN,35.0267,111.007,https://tse2.mm.bing.net/th?id=OIP.92vC6X9umIHIeP_ueha8aAHaFj&pid=Api&P=0&w=300&h=300
1710680650,Cape Town,South Africa,ZAF,-33.9253,18.4239,https://tse2.mm.bing.net/th?id=OIP.RYXfAkAtlRduSBqRRi7LpwHaFj&pid=Api&P=0&w=300&h=300
1156961497,Changsha,China,CHN,28.228,112.939,https://tse2.mm.bing.net/th?id=OIP.4XGlmsp5FS8lOSWwlHI5YAHaDg&pid=Api&P=0&w=300&h=300
1682926944,Jeddah,Saudi Arabia,SAU,21.5433,39.1728,https://tse2.mm.bing.net/th?id=OIP.FWq18D_2PVxLUDyQGVc36QHaFw&pid=Api&P=0&w=300&h=300
1156903687,Weinan,China,CHN,34.5206,109.471,https://tse4.mm.bing.net/th?id=OIP.47kER9sN8RjE50IvvisLYQHaFj&pid=Api&P=0&w=300&h=300
1156291915,Chenzhou,China,CHN,25.77,113.016,https://tse4.mm.bing.net/th?id=OIP.pp0pwWJbuVXYlo3K8DNxPAHaIO&pid=Api&P=0&w=300&h=300
1156105613,Jiangmen,China,CHN,22.5789,113.0815,https://tse4.mm.bing.net/th?id=OIP.2WKD5DIPqNuSUH0WvwabVgHaFj&pid=Api&P=0&w=300&h=300
1156206041,Jiujiang,China,CHN,29.661,115.954,https://tse2.mm.bing.net/th?id=OIP.Ad80MM5zwxIYVsgWonrA6wHaE8&pid=Api&P=0&w=300&h=300
1156035381,Xinpu,China,CHN,34.5966,119.2214,https://tse1.mm.bing.net/th?id=OIP.5pdgaKsB1NxWLEtPsv0j1QHaE5&pid=Api&P=0&w=300&h=300
